AreaBurned,BurnTime,LinesBuilt,AvgWind,numBreaches,numResponses
269.76452850000004,43.5,19890,43.84862883424109,53,21
208.606041,41.5,17760,72.19262843300348,50,21
210.82998600000002,45.0,14910,23.147695599338846,46,21
245.968317,38.5,18090,18.875652397213788,42,21
242.85479400000003,38.0,18300,40.45935418830491,48,21
259.9791705,38.0,18000,7.510478523531921,53,21
226.61999550000002,43.0,16650,7.262819941060314,44,21
248.637051,40.5,17610,17.3163416437327,59,21
248.4146565,39.5,17970,18.410160239053592,48,21
276.65875800000003,44.0,20520,19.421147935906166,48,21
227.73196800000002,34.0,16140,12.676378846701127,54,21
163.90474650000002,34.0,14280,63.15205814092828,50,21
237.962115,34.0,17490,18.039357117959927,51,21
235.51577550000002,45.5,18150,41.97426693938777,51,21
243.52197750000002,39.5,17940,23.50689070820261,43,21
251.9729685,39.5,17850,13.44105567518833,55,21
249.971418,40.0,17520,5.248508148115936,44,21
247.08028950000002,44.0,18810,11.68016107708628,48,21
268.8749505,36.5,18600,13.804832175471269,58,21
253.30733550000002,40.0,17790,22.23329624964805,48,21
254.419308,39.0,18390,14.320443631724242,54,21
227.287179,37.5,16980,6.482457096000193,47,21
218.6137935,36.0,16080,12.211599461622544,48,21
238.18450950000002,47.5,17250,8.516511459635032,38,21
260.201565,45.5,17820,18.002304796176443,53,21
253.97451900000002,42.0,17820,20.589713036220594,41,21
242.410005,40.0,16980,37.77826550771435,49,21
222.839289,38.0,15750,29.375032593965663,53,21
227.287179,36.5,15630,18.29803171013008,52,21
206.6044905,38.5,14490,18.21647974284945,42,21
224.3960505,41.5,15420,12.950388168807331,47,21
279.1050975,41.0,20430,12.773752363696639,51,21
265.539033,41.5,18540,28.13180376483134,47,21
244.63395000000003,39.0,17790,8.753734910386767,45,21
239.29648200000003,42.5,16920,26.444404513027354,51,21
257.08804200000003,46.0,17700,5.2674722792534086,47,21
269.097345,45.0,19380,34.72437200575975,54,21
262.64790450000004,42.0,18690,23.355597157001043,49,21
248.192262,38.0,18960,23.578661329665174,48,21
248.4146565,47.0,18480,12.201587974739557,48,21
251.9729685,40.0,18540,19.19111408209364,49,21
224.3960505,53.0,16440,68.76956608702186,52,21
246.857895,35.5,17310,10.759755667887461,51,21
251.30578500000001,36.5,17280,17.76425110649103,58,21
241.74282150000002,35.5,17550,18.366377011974873,51,21
242.1876105,40.0,17700,12.932948138095403,55,21
260.86874850000004,42.0,18750,13.972129039948108,51,21
253.97451900000002,45.0,17880,33.6286695820321,47,21
212.3867475,42.0,15030,3.265770846379191,46,21
250.860996,49.0,17850,15.416093840055638,41,21
276.4363635,41.0,18930,9.448972884061387,47,21
253.52973,36.5,17910,3.416815803661505,63,21
247.5250785,49.5,18180,15.286781749069073,37,21
249.526629,37.5,17160,16.167610084754216,53,21
218.391399,35.0,15000,21.3569558032127,42,21
255.08649150000002,41.0,19080,7.161867469044956,49,21
236.62774800000003,43.0,16920,13.351221588140724,44,21
240.4084545,40.0,17160,6.382581873519021,56,21
291.5591895,47.5,21180,37.31612111825528,53,21
241.96521600000003,38.0,17550,29.514418046444113,43,21
239.5188765,47.0,17340,16.145501358754192,45,21
251.750574,45.0,18030,6.270240688743245,52,21
252.19536300000001,36.0,18180,26.32828213851442,58,21
260.201565,38.5,18270,21.79474964659052,51,21
224.618445,43.0,16680,18.322889419499898,42,21
244.189161,35.0,17430,22.388837254248614,55,21
260.201565,39.5,19110,24.304591653018218,49,21
227.9543625,43.0,15990,16.22759217644435,46,21
244.63395000000003,45.5,17220,7.658521571997918,45,21
242.63239950000002,42.0,18390,6.639854565994315,47,21
275.9915745,43.0,19980,19.438144009158396,52,21
246.6355005,48.0,19530,63.369829948545,46,21
237.072537,37.5,16920,21.050180311484688,49,21
229.7335185,39.0,17070,21.85328387268159,47,21
240.4084545,44.0,17580,27.380957344117974,42,21
247.302684,41.0,17040,18.87708941667071,44,21
240.85324350000002,38.5,18060,9.162734232998254,57,21
217.7242155,40.0,15870,3.007748852097302,50,21
207.716463,39.0,15030,49.856730370308014,50,21
245.968317,38.5,17370,34.17311462752984,48,21
262.2031155,45.0,19350,1.9519090193317616,53,21
226.1752065,40.0,16770,9.08390779828189,47,21
229.7335185,58.5,15810,41.26235337444531,39,21
245.30113350000002,43.5,17400,11.797655168392781,57,21
268.8749505,46.5,18930,22.991062864754067,43,21
249.08184,57.5,19080,7.556390471760473,43,21
239.5188765,34.5,17970,8.755420557345829,58,21
243.299583,47.0,17460,8.94389196896231,53,21
266.20621650000004,48.0,18900,21.646793599229483,46,21
264.42706050000004,66.5,19170,82.50933038519372,44,21
237.51732600000003,44.0,17550,6.629400570270496,44,21
253.30733550000002,49.0,18510,38.63081062311418,57,21
276.88115250000004,45.0,20280,30.880479458372964,49,21
256.4208585,41.0,18480,22.479397457346195,46,21
252.8625465,44.5,17640,9.646104304640028,53,21
261.980721,39.5,18390,13.758556571323536,48,21
271.54368450000004,39.0,19410,10.434952583787378,55,21
218.6137935,43.5,14790,10.468069013858473,40,21
263.315088,39.5,18990,3.135288135986101,49,21
226.397601,52.5,15960,15.498520341361077,35,21
